EventID,Label
2009.271.19.29.25.LOKA,0
2015.55.7.15.54.VIKS,1
2011.125.13.25.51.SVAD,1
2009.231.8.35.23.MIDF,1
2009.198.12.52.8.MOFO,1
2009.274.9.17.41.MIDF,1
2012.303.17.17.44.MOFO,1
2009.274.9.17.38.HELI,1
2009.274.9.17.44.HOTT,1
2012.303.17.17.41.NAUT,0
2011.245.4.49.26.UTYR,0
2009.112.8.51.18.SVAD,0
2011.245.4.49.28.VADA,1
2011.320.2.13.42.SVAD,1
2011.245.4.49.29.BRUN,1
2009.364.14.7.42.HOTT,1
2009.227.9.32.46.HOTT,1
2009.227.9.32.49.MOFO,0
2009.193.4.17.35.VADA,1
2009.227.9.32.45.SVAD,0
2009.193.9.31.14.MYVO,1
2009.358.13.27.22.SVAD,1
2009.364.14.7.40.MIDF,1
2009.239.4.42.46.SVAD,1
2009.361.0.27.49.VADA,0
2009.239.4.42.44.HELI,0
2009.193.4.17.36.MOFO,1
2009.239.4.42.49.LOKA,1
2009.358.13.27.22.MIDF,1
2016.95.18.43.37.BRUN,1
2009.175.12.3.8.HELI,0
2009.210.14.2.26.LOKA,0
2009.237.21.22.20.MIDF,1
2009.237.21.22.22.SVAD,0
2009.215.5.38.9.LOKA,0
2011.112.16.1.7.HELI,0
2009.215.5.38.8.MOFO,0
2013.62.18.44.11.MYVO,1
2012.296.11.44.25.HOTT,1
2012.296.23.28.54.HOTT,1
2012.300.7.4.47.HOTT,0
2012.296.22.3.5.HOTT,1
2012.300.7.13.49.HOTT,1
2012.300.22.25.35.HOTT,1
2012.295.7.24.34.HOTT,1
2016.313.14.47.7.MYVO,1
2012.304.8.19.29.HOTT,1
2012.296.23.31.2.HOTT,0
2012.303.15.30.32.HOTT,1
2012.301.20.7.45.HOTT,1
2012.306.4.43.57.HOTT,1
2012.301.0.25.8.HOTT,1
2015.108.17.44.23.NAUG,0
2012.297.12.58.4.HOTT,0
2012.301.15.42.12.HOTT,1
2009.227.17.42.31.MYVO,1
2012.300.21.23.9.HOTT,1
2012.303.7.30.4.HOTT,1
2013.269.16.28.16.HETO,0
2012.304.15.51.11.HOTT,1
2012.295.8.57.10.HOTT,1
2012.296.2.34.19.HOTT,1
2012.296.23.5.44.HOTT,1
2012.304.6.36.58.HOTT,1
2012.296.23.30.25.HOTT,1
2013.269.18.54.17.HETO,0
2012.295.15.33.25.HOTT,0
2013.109.13.1.46.HOTT,1
2012.296.21.59.31.HOTT,1
2012.296.21.59.17.HOTT,0
2013.269.2.54.41.HETO,0
2016.313.13.36.36.MYVO,1
2012.296.23.56.44.HOTT,1
2012.296.22.29.44.HOTT,1
2013.300.2.12.29.OSKV,1
2009.236.17.24.44.MYVO,1
2015.202.4.53.3.DREK,1
2012.302.11.45.3.HOTT,1
2013.270.12.51.37.HETO,1
2009.228.5.8.1.MYVO,0
2009.237.2.14.50.MYVO,1
2012.297.12.55.35.HOTT,1
2013.270.13.24.5.HETO,1
2009.238.7.39.4.MYVO,0
2009.228.22.15.15.MYVO,1
2012.301.4.49.23.HOTT,1
2012.253.0.32.8.OSKV,0
2013.87.19.44.5.HOTT,1
2013.59.7.33.48.OSKV,1
2013.270.9.12.53.HETO,1
2009.235.13.7.46.MYVO,0
2013.298.16.59.35.OSKV,1
2009.227.17.41.25.MYVO,1
2009.236.16.2.44.MYVO,1
2013.61.3.11.4.OSKV,1
2012.256.10.23.32.OSKV,1
2013.31.6.38.0.OSKV,1
2009.228.5.50.36.MYVO,0
2009.237.2.14.17.MYVO,1
2009.229.3.57.43.MYVO,1
2013.270.12.58.34.HETO,1
2012.291.10.6.42.OSKV,0
2013.159.4.53.34.OSKV,1
2009.237.14.24.9.MYVO,1
2012.304.21.26.10.HOTT,1
2009.229.4.16.14.MYVO,1
2009.235.4.11.11.MYVO,0
2009.236.21.19.10.MYVO,0
2009.254.18.12.50.MOFO,1
2013.79.12.30.36.OSKV,1
2009.235.14.34.53.MYVO,0
2012.303.21.10.49.HOTT,1
2015.101.16.21.36.HOTT,0
2016.117.22.28.33.JONS,0
2009.228.20.57.43.MYVO,1
2012.319.22.40.2.KLUR,1
2009.228.3.1.58.MYVO,1
2009.236.4.53.40.MYVO,1
2009.236.17.25.24.MYVO,1
2009.235.13.32.54.MYVO,0
2016.40.22.6.38.JONS,1
2013.269.16.26.12.HETO,0
2009.229.4.36.11.MYVO,1
2013.25.1.7.9.OSKV,0
2009.238.12.53.56.MYVO,0
2013.128.18.51.6.OSKV,1
2009.254.17.24.9.MYVO,1
2013.270.19.11.40.HETO,0
2013.270.10.17.26.HETO,1
2009.228.7.8.49.MYVO,1
2009.235.9.12.8.MYVO,1
2009.235.9.22.50.MYVO,1
2009.238.3.14.56.MYVO,1
2011.239.21.40.2.OSKV,0
2009.236.17.6.7.MYVO,1
2009.228.16.52.47.MYVO,1
2009.227.18.55.41.MYVO,1
2009.238.3.16.3.MYVO,1
2009.228.17.56.37.MYVO,1
2009.239.11.44.12.MYVO,1
2009.236.17.25.2.MYVO,1
2009.235.13.23.40.MYVO,1
2009.235.6.12.33.MYVO,1
2009.235.13.30.26.MYVO,1
2016.39.22.34.2.JONS,1
2012.209.8.25.14.NAUT,0
2009.235.9.44.30.MYVO,1
2009.241.23.16.48.MYVO,0
2009.254.17.11.37.MYVO,1
2013.268.21.27.17.HETO,1
2009.228.10.20.13.MYVO,0
2012.318.0.46.58.OSKV,1
2009.227.8.32.42.MYVO,0
2013.308.20.30.7.OLAF,0
2009.246.11.41.36.MYVO,1
2009.237.23.53.27.MYVO,1
2009.235.4.10.0.MYVO,1
2012.284.2.23.33.OSKV,1
2013.269.15.57.58.HETO,0
2013.63.1.53.50.MYVO,1
2016.40.21.11.39.JONS,1
2012.333.6.43.36.OSKV,1
2009.228.19.52.4.MYVO,1
2009.235.13.30.0.MYVO,1
2009.226.17.43.55.MYVO,0
2009.235.9.20.44.MYVO,1
2012.304.20.56.27.HOTT,1
2012.302.6.51.12.HOTT,1
2015.99.17.16.50.VIFE,1
2012.301.13.11.5.HOTT,1
2012.263.0.2.24.OSKV,0
2012.299.0.8.42.HOTT,1
2009.233.10.39.40.MYVO,1
2009.238.3.31.46.MYVO,1
2013.90.14.15.4.OSKV,1
2016.113.4.6.17.ASK,0
2012.299.7.31.52.HOTT,1
2012.263.22.13.44.OSKV,1
2009.234.13.56.47.MYVO,1
2012.301.11.22.26.HOTT,1
2015.99.17.15.16.VIFE,1
2013.31.7.42.34.JONS,1
2009.228.20.0.43.MYVO,1
2009.254.15.2.28.MYVO,1
2012.299.6.5.41.HOTT,1
2013.290.20.14.57.OSKV,1
2009.237.13.17.59.MYVO,1
2009.235.21.25.11.MYVO,1
2016.325.0.2.57.MYVO,1
2009.233.17.39.8.MYVO,1
2015.48.13.57.5.HOTT,0
2009.27.16.48.23.HOTT,0
2013.297.20.27.58.OSKV,1
2013.197.14.46.41.DREK,1
2013.197.14.5.43.DREK,1
2016.6.4.56.4.VIFE,1
2013.72.15.24.25.OSKV,1
2009.237.0.12.55.MYVO,0
2012.300.17.5.44.MVET,1
2013.281.12.57.44.OSKV,1
2013.22.18.59.37.OSKV,0
2013.308.12.31.7.OSKV,1
2013.159.6.47.13.OSKV,1
2009.242.11.37.35.MYVO,0
2013.239.13.53.27.DREK,1
2012.234.4.18.29.OSKV,1
2013.266.5.53.54.OSKV,1
2013.60.18.42.10.OSKV,1
2012.299.7.26.50.HOTT,1
2015.156.1.49.39.HOTT,0
2012.199.8.44.27.OSKV,0
2012.299.7.56.37.HOTT,1
2012.290.0.17.3.JONS,1
2009.27.17.39.25.HOTT,0
2012.301.17.26.43.HOTT,1
2013.128.4.9.7.OSKV,1
2014.225.4.1.22.HOTT,1
2016.21.7.24.13.JONS,1
2013.239.14.33.22.DREK,1
2013.250.12.58.21.OSKV,1
2016.21.7.24.13.KLUR,1
2012.286.8.15.48.OSKV,1
2012.299.8.13.31.HOTT,1
2009.237.9.43.29.MYVO,1
2013.197.15.8.29.DREK,1
2009.239.3.18.34.MYVO,1
2012.304.6.59.57.HOTT,1
2016.26.12.2.43.KLUR,1
2016.26.12.2.43.JONS,1
2012.298.11.15.20.HOTT,1
2009.185.8.21.39.VADA,1
2009.237.15.54.38.MYVO,1
2009.242.9.57.51.MYVO,0
2013.239.14.28.41.DREK,1
2009.237.4.12.7.MYVO,1
2009.357.18.36.9.MYVO,0
2013.77.21.23.41.OSKV,1
2013.192.23.57.59.OLAF,1
2012.148.17.8.41.OSKV,0
2012.229.11.26.28.OSKV,1
2012.224.0.32.2.OSKV,1
2012.52.3.53.23.HOTT,1
2012.299.13.3.58.HOTT,1
2012.282.16.48.4.OSKV,1
2013.197.11.4.5.DREK,1
2013.77.15.36.42.OSKV,1
2013.160.13.28.4.OSKV,0
2016.125.18.41.41.MYVO,1
2012.215.12.22.27.OSKV,1
2012.297.23.13.21.HOTT,1
2009.116.17.6.34.MYVO,0
2013.326.15.12.2.OSKV,1
2013.184.9.11.44.HOTT,1
2013.184.11.40.32.HOTT,1
2012.298.18.16.4.HOTT,1
2012.291.1.56.39.OSKV,0
2013.192.19.23.54.DREK,1
2015.91.11.3.4.VIFE,0
2015.87.9.40.25.VIFE,1
2012.299.13.31.16.OSKV,1
2015.275.9.34.26.HELI,1
2013.238.22.34.56.DREK,1
2009.239.19.48.47.MYVO,1
2015.125.14.41.25.HETO,0
2011.180.1.22.25.HOTT,1
2009.301.14.5.40.HELI,1
2016.58.11.45.47.MYVO,1
2013.239.16.2.2.DREK,1
2017.110.3.10.27.FLAT,1
2009.209.17.48.33.MYVO,1
2009.314.6.54.42.MIDF,1
2011.291.9.18.41.MYVO,1
2017.178.22.37.32.FLAT,1
2015.1.4.7.29.HETO,1
2012.52.18.20.48.ASK,1
2010.8.0.48.12.MIDF,1
2012.319.23.35.37.MYVO,1
2015.331.5.53.28.HETO,1
2016.88.23.24.35.MIDF,1
2011.45.19.24.14.FLAT,1
2015.1.13.19.4.MYVO,1
2017.78.19.18.56.FLAT,1
2013.183.23.46.18.MYVO,1
2011.265.4.11.39.MYVO,1
2009.232.7.28.56.MYVO,0
2009.351.20.14.57.SVAD,1
2015.127.2.54.34.HELI,1
2011.173.2.27.30.TOLI,1
2012.136.6.24.4.MYVO,1
2015.284.10.10.24.HETO,1
2016.142.22.5.34.FLAT,0
2016.48.18.8.39.MYVO,1
2009.20.20.19.49.MYVO,1
2011.54.0.34.49.MIDF,1
2009.31.19.20.2.MOFO,0
2012.295.8.36.48.OSKV,1
2015.71.6.26.2.HETO,1
2015.303.19.58.23.HELI,1
2015.125.13.59.49.MYVO,1
2013.29.3.45.12.JONS,1
2015.250.9.49.5.HETO,1
2015.232.19.31.55.VIFE,1
2015.31.5.28.5.MYVO,1
2015.161.17.32.2.VIKS,1
2012.230.8.38.57.MIDF,1
2015.120.21.56.16.MYVO,1
2014.127.14.45.40.MIDF,1
2015.30.2.23.25.HOTT,1
2015.101.6.24.38.HETO,1
2015.94.10.40.57.HOTT,1
2015.71.16.47.48.HETO,1
2012.136.7.9.29.MYVO,1
2015.220.1.36.6.HETO,0
2015.34.2.27.57.MYVO,0
2013.223.4.44.45.FLAT,1
2015.299.6.5.11.MIDF,1
2012.141.8.56.47.MYVO,1
2015.11.22.36.37.MYVO,1
2015.100.4.13.18.VIKS,1
2014.206.20.31.3.FLAT,1
2015.58.13.41.30.HETO,1
2015.102.14.12.1.MYVO,1
2016.119.14.58.24.MYVO,1
2015.155.16.52.39.HETO,1
2016.331.20.33.17.MYVO,1
2009.364.21.28.23.MIDF,1
2011.75.6.38.30.MYVO,1
2013.48.22.48.23.FLAT,1
2015.146.0.57.52.ASK,1
2016.79.6.22.22.MYVO,1
2012.116.21.33.43.MYVO,1
2011.125.7.6.39.HELI,1
2016.82.22.5.31.MYVO,1
2013.93.16.49.55.MYVO,0
2017.175.15.44.39.FLAT,1
2015.96.2.29.31.HELI,1
2011.266.9.35.9.HELI,0
2012.182.18.26.14.HOTT,1
2015.297.12.0.50.MYVO,0
2009.134.23.29.31.MYVO,1
2015.44.9.22.30.HETO,1
2014.182.12.0.26.KLUR,1
2015.352.9.19.10.TOLI,1
2015.172.6.24.21.UTYR,1
2012.46.9.1.27.FLAT,1
2015.207.1.7.19.MYVO,1
2015.275.9.34.27.MYVO,1
2015.359.2.36.43.MIDF,1
2014.104.14.13.45.MIDF,1
2015.77.16.31.5.MYVO,1
2015.225.0.23.21.HETO,1
2012.168.9.36.6.HRUR,0
2010.231.6.30.39.MYVO,1
2015.79.20.30.59.HETO,1
2015.356.21.56.8.MYVO,1
2016.103.10.56.56.MYVO,1
2015.299.12.13.5.MYVO,0
2009.238.10.3.7.MYVO,1
2009.17.22.57.14.MYVO,1
2014.216.17.48.4.HETO,1
2011.157.14.47.8.MYVO,1
2015.126.7.15.40.HELI,1
2013.239.20.24.6.DREK,1
2015.23.11.32.26.HETO,1
2012.253.15.27.1.MYVO,1
2012.140.4.27.11.MYVO,1
2015.308.21.9.50.FLAT,1
2015.276.17.50.37.MYVO,1
2009.41.2.31.20.MIDF,1
2009.359.10.49.41.MIDF,1
2015.44.6.18.28.HETO,1
2010.66.22.1.23.MYVO,0
2013.155.17.17.35.MYVO,1
2015.34.17.58.30.FLAT,1
2012.33.6.33.39.HELI,0
2014.63.1.11.29.MYVO,0
2010.37.12.21.4.MYVO,1
2010.67.3.3.26.MYVO,1
2009.14.3.2.41.MIDF,1
2015.165.9.52.42.MIDF,1
2009.340.13.3.9.HELI,1
2015.333.19.42.8.FLAT,1
2010.42.10.22.16.MYVO,1
2013.217.4.10.47.HETO,1
2016.45.14.41.18.MYVO,0
2016.337.14.4.55.MYVO,1
2013.92.0.22.24.MYVO,1
2015.50.9.47.43.HETO,1
2013.214.17.52.55.FLAT,1
2013.83.15.18.7.OSKV,1
2015.74.12.13.49.MYVO,1
2013.239.21.27.43.MOFO,1
2009.41.2.56.45.MYVO,1
2015.285.1.48.28.HETO,1
2011.157.18.41.31.MYVO,1
2015.54.19.16.33.TOLI,1
2016.344.10.58.44.MIDF,1
2015.37.15.36.22.MYVO,1
2013.168.23.43.33.HOTT,1
2009.237.9.27.36.MYVO,0
2009.237.14.13.2.MYVO,1
2017.166.21.34.36.MIDF,1
2015.76.9.55.44.MYVO,1
2011.90.17.55.23.FLAT,1
2013.130.15.19.56.HELI,1
2016.121.21.7.27.NAUG,0
2013.71.23.28.20.FLAT,1
2010.45.5.24.31.TOLI,1
2013.288.3.4.11.MYVO,1
2012.192.11.21.12.OSKV,0
2009.33.16.49.40.MYVO,1
2010.151.5.5.4.MYVO,1
2010.159.15.58.22.MYVO,1
2010.219.19.23.34.TOLI,1
2015.213.18.36.53.MYVO,1
2012.344.15.20.44.MYVO,1
2010.191.1.36.5.MYVO,1
2015.288.19.42.12.HETO,1
2015.322.4.1.4.HELI,1
2014.129.18.47.51.MYVO,1
2016.349.17.38.4.MYVO,1
2011.113.7.7.36.HOTT,1
2011.275.20.30.52.HELI,0
2009.261.7.15.49.MYVO,1
2012.300.5.11.17.MYVO,1
2009.237.8.22.26.MIDF,1
2009.17.23.13.1.MYVO,1
2015.12.17.13.21.HETO,1
2016.112.3.46.32.MYVO,1
2010.17.22.10.59.HELI,1
2009.233.3.15.51.MYVO,1
2011.77.0.42.32.MYVO,1
2009.56.17.51.39.SVAD,0
2015.296.10.31.40.FLAT,1
2015.304.4.50.12.SVAD,1
2013.27.12.29.10.MYVO,1
2011.80.10.34.2.FLAT,1
2016.140.20.44.37.UTYR,0
2015.4.12.19.7.HETO,1
2015.144.13.42.41.VIFE,1
2015.208.23.36.59.MYVO,0
2016.76.3.28.23.SVAD,1
2009.17.19.25.40.MYVO,1
2016.35.21.35.43.MIDF,1
2015.126.2.54.30.MIDF,1
2015.66.7.54.47.HETO,1
2016.99.0.10.45.KLUR,0
2015.138.0.1.0.VIKS,1
2015.151.22.57.20.MIDF,1
2015.161.2.33.25.HETO,1
2009.307.4.7.18.HOTT,1
2009.232.10.37.12.MYVO,1
2016.326.22.35.6.MYVO,1
2017.67.0.49.57.FLAT,1
2011.40.7.46.47.HELI,1
2010.23.4.35.10.TOLI,1
2015.187.8.56.57.HELI,1
2013.273.16.42.38.MYVO,1
2015.207.23.19.12.HETO,1
2016.113.3.33.13.MYVO,1
2014.188.3.44.33.HETO,1
2014.16.7.39.39.HETO,1
2016.19.7.29.44.MYVO,1
2015.139.15.9.30.HETO,1
2015.164.0.7.28.HETO,1
2015.128.2.32.18.MIDF,1
2014.191.10.12.9.HETO,1
2016.82.3.34.34.JONS,1
2015.68.20.58.5.MYVO,1
2009.181.19.24.9.MIDF,1
2013.223.4.54.45.FLAT,1
2014.133.11.51.49.MYVO,1
2015.149.7.33.55.VIFE,0
2015.343.23.56.44.HETO,1
2014.220.18.12.58.TOLI,1
2009.232.3.6.53.MYVO,1
2011.263.14.51.48.HELI,1
2011.35.23.31.55.MYVO,1
2013.76.21.6.25.MIDF,0
2010.191.3.51.14.MYVO,1
2011.9.4.5.15.MIDF,1
2009.344.17.30.54.MYVO,0
2013.291.11.34.44.HELI,1
2015.149.1.5.15.FLAT,1
2011.279.20.25.28.HELI,1
2017.70.20.55.45.FLAT,1
2012.319.20.28.16.MYVO,1
2015.105.18.16.52.VIKS,1
2014.118.17.40.19.MIDF,1
2011.134.4.25.19.HELI,0
2016.89.10.11.8.HELI,1
2013.73.18.53.48.MYVO,1
2009.215.9.7.4.MIDF,1
2015.247.16.53.27.HELI,1
2016.106.8.34.27.MYVO,1
2015.210.15.11.59.HETO,1
2015.350.14.24.14.HETO,1
2017.111.8.5.30.FLAT,1
2016.39.14.55.11.MYVO,1
2016.142.17.15.21.MYVO,0
2015.157.18.34.38.HELI,1
2015.242.9.0.48.FLAT,1
2016.151.9.0.14.HELI,0
2011.270.19.49.45.HELI,1
2015.67.2.22.2.MYVO,1
2015.20.13.54.9.MYVO,1
2015.317.12.19.9.MYVO,0
2013.292.1.20.56.HETO,1
2015.61.14.53.51.HETO,1
2015.15.7.55.19.MIDF,1
2016.331.17.2.24.MYVO,1
2016.33.21.8.10.MYVO,0
2012.230.10.34.45.MYVO,1
2012.263.0.13.14.FLAT,0
2012.120.20.15.47.MYVO,1
2011.187.15.46.42.FLAT,1
2015.231.16.13.24.VIFE,0
2009.57.5.13.19.MOFO,1
2009.337.18.51.15.MYVO,1
2013.223.5.10.58.FLAT,1
2014.216.11.7.41.HETO,1
2009.18.1.0.9.MYVO,1
2016.83.14.28.16.MYVO,1
2012.144.11.49.25.MYVO,1
2015.101.10.22.18.HETO,1
2013.146.1.17.7.MYVO,1
2009.32.5.52.51.MYVO,1
2015.242.19.1.39.MIDF,1
2015.68.18.6.46.MYVO,1
2015.242.8.19.4.HETO,0
2013.144.2.23.56.HELI,1
2015.29.0.37.58.HETO,1
2017.78.22.40.1.FLAT,1
2011.158.16.18.39.MIDF,1
2016.244.3.41.53.MYVO,1
2012.136.10.18.29.MYVO,1
2013.22.8.9.11.MYVO,0
2015.207.12.29.5.HETO,1
2014.152.15.7.2.HETO,1
2015.125.13.59.49.HETO,0
2011.343.7.24.53.MOFO,0
2017.114.13.46.49.MIDF,1
2009.171.9.47.9.MYVO,1
2009.228.17.56.25.MIDF,1
2015.288.19.40.56.HETO,1
2015.309.4.46.0.HETO,1
2014.191.9.50.37.MYVO,0
2011.268.11.24.50.MYVO,1
2016.337.13.45.10.MYVO,1
2016.106.22.18.20.ASK,1
2015.299.11.57.9.MIDF,1
2009.26.1.2.5.UTYR,1
2012.356.8.32.30.OSKV,1
2012.142.20.10.17.MYVO,1
2015.30.23.0.43.MYVO,1
2015.321.1.58.8.HELI,1
2016.336.6.5.18.MIDF,1
2011.325.22.51.17.UTYR,1
2010.37.12.21.4.HELI,1
2013.234.23.48.31.MYVO,1
2011.76.22.44.37.ASK,1
2015.126.2.23.33.HOTT,0
2009.204.23.29.13.MYVO,1
2016.100.10.44.20.HELI,1
2015.48.7.42.1.HETO,1
2017.169.2.40.0.ASK,0
2015.134.3.8.19.MIDF,1
2010.6.3.4.9.MYVO,1
2016.339.16.35.11.MYVO,1
2015.147.0.7.55.HETO,1
2015.17.3.32.27.VIKS,1
2012.199.18.0.39.HOTT,1
2009.177.8.0.45.MOFO,0
2015.6.0.19.54.HELI,1
2015.115.21.28.13.MYVO,1
2015.214.5.8.6.HETO,1
2016.178.11.48.2.HELI,0
2016.168.5.0.36.NAUG,0
2015.131.5.20.23.VADA,0
2012.253.14.31.45.MYVO,1
2016.241.0.17.27.MYVO,1
2015.63.8.29.28.MYVO,0
2015.20.4.30.17.HETO,1
2009.185.6.19.9.MIDF,1
2009.66.17.52.48.MYVO,1
2016.85.3.20.35.MYVO,1
2011.124.23.31.30.HELI,1
2015.108.6.23.16.HOTT,1
2012.141.23.22.20.MYVO,1
2014.208.15.30.8.HETO,0
2016.61.3.20.33.VADA,1
2015.260.19.44.59.HETO,1
2015.142.9.50.40.FLAT,1
2015.103.11.5.47.DREK,1
2015.132.21.9.31.MIDF,1
2017.17.15.52.21.STAM,1
2011.2.7.48.2.HELI,1
2015.261.23.46.10.FLAT,1
2009.19.12.32.49.MYVO,1
2014.188.14.22.51.MYVO,0
2009.306.7.20.27.HOTT,1
2015.260.2.32.38.HETO,1
2016.321.11.6.26.MYVO,0
2012.344.18.40.39.JONS,1
2015.5.18.9.52.HETO,1
2012.141.23.16.38.MYVO,1
2012.270.15.58.19.OSKV,0
2015.288.23.56.3.NAUG,1
2015.325.20.23.45.HETO,1
2011.320.9.58.50.MYVO,0
2015.349.8.34.35.HETO,1
2012.137.22.45.42.MYVO,0
2016.19.2.32.17.ASK,0
2015.115.1.34.15.HOTT,1
2017.146.21.10.45.FLAT,1
2016.145.4.13.10.MYVO,1
2009.286.16.51.48.MOFO,1
2012.282.18.28.34.FLAT,1
2010.191.6.27.47.MYVO,1
2016.120.19.20.34.MYVO,0
2013.49.10.14.39.MYVO,1
2009.165.4.48.54.MOFO,1
2015.93.6.42.32.HETO,1
2016.94.6.0.12.MYVO,1
2009.17.18.36.16.MYVO,0
2011.162.8.32.38.MYVO,1
2014.124.6.22.45.MIDF,1
2015.242.21.33.2.HETO,1
2015.86.0.58.50.HETO,1
2016.78.22.56.57.HETO,1
2015.18.19.24.16.MYVO,1
2017.58.1.42.8.TOLI,1
2015.178.0.20.30.VIFE,1
2015.331.5.53.28.MIDF,1
2015.280.6.11.12.FLAT,1
2012.340.5.47.1.TOLI,1
2015.100.1.30.50.MYVO,1
2015.55.1.4.34.HETO,1
2015.342.19.40.37.SVAD,1
2012.253.13.58.18.MYVO,1
2017.106.5.30.55.TOLI,1
2013.295.13.16.57.HETO,1
2013.231.14.19.45.MIDF,0
2011.257.14.1.50.OSKV,1
2013.71.2.45.38.SVAD,1
2012.225.13.52.31.MIDF,1
2015.329.7.59.34.HETO,1
2015.331.1.54.41.MIDF,1
2013.325.18.31.35.HETO,1
2015.21.18.38.33.TOLI,1
2013.233.21.43.34.HETO,0
2009.17.19.55.43.MYVO,1
2015.122.8.10.9.VIKS,1
2012.339.19.4.31.JONS,1
2009.316.0.27.8.MYVO,1
2009.25.0.54.59.MYVO,1
2015.260.10.35.46.HELI,1
2009.7.13.13.36.MYVO,1
2015.47.7.4.46.HELI,1
2009.47.9.36.14.MYVO,1
2016.232.11.2.57.MIDF,1
2011.244.9.12.46.HELI,1
2015.122.12.49.19.MYVO,1
2014.118.17.40.20.UTYR,1
2015.16.12.49.47.HELI,1
2009.215.14.55.16.HELI,1
2012.136.20.6.41.MYVO,1
2017.176.1.20.0.FLAT,1
2015.3.2.58.28.VIKS,1
2015.308.0.38.41.KLUR,1
2015.273.0.29.19.HETO,1
2015.157.6.15.49.VIFE,1
2015.247.21.20.48.HELI,1
2016.83.6.40.44.MYVO,1
2015.31.13.5.52.MYVO,1
2015.86.17.25.30.MYVO,1
2017.71.17.24.10.FLAT,1
2015.209.22.27.19.MYVO,1
2013.175.10.5.57.MYVO,0
2015.31.2.48.8.MYVO,0
2013.192.18.9.30.DREK,1
2011.39.11.24.14.HELI,1
2011.236.20.14.43.HELI,1
2011.321.20.19.32.MYVO,1
2014.179.11.56.4.HELI,0
2011.13.10.51.24.HOTT,0
2012.211.23.55.8.OSKV,1
2010.192.4.32.12.MYVO,0
2016.200.5.29.38.MIDF,1
2015.109.20.43.7.VIFE,1
2015.242.23.46.6.HETO,1
2013.292.9.9.15.HETO,1
2016.77.9.15.2.MYVO,1
2015.98.10.22.32.HELI,1
2013.239.5.52.6.HOTT,1
2010.225.23.29.51.MYVO,1
2015.135.1.21.10.HETO,1
2014.220.19.45.25.MIDF,1
